Name,Age,GPA,Credits Completed,Year,Pathway
Jimmy  Davis,15,1.25,11,Freshman,Early College
Conner  Moore,17,1.99,39,Victory Lap,Early Child Education
Ben  Miller,15,0.36,31,Sophmore,Early Child Education
Jimmy  Miller,19,2.7,26,Junior,Culinary
James  Rodrigues,18,4.41,11,Sophmore,Criminal Justice
Jimmy  Miller,14,2.16,44,Junior,Early College
Eli  Smith,14,1.39,19,Sophmore,Culinary
Timmy  Rodrigues,17,2.5,52,Junior,Engineering
Jimmy  Miller,17,4.29,7,Sophmore,Early College
Eli  Moore,16,3.56,37,Sophmore,Computer Science
Joe  Miller,14,0.72,22,Victory Lap,Construction
Jimmy  Davis,17,2.92,31,Sophmore,Computer Science
Jimmy  Brown,19,4.39,33,Junior,Criminal Justice
Marge  Davis,17,0.41,11,Sophmore,Computer Science
Marge  Miller,16,1.32,59,Junior,Bio Med
James  Davis,14,1.06,37,Sophmore,Culinary
Marge  Rodrigues,16,1.98,58,Junior,Bio Med
Joe  Wilson,16,3.21,32,Senior,Criminal Justice
Lisa  Jones,15,3.41,15,Sophmore,Culinary
James  Davis,18,3.32,44,Senior,Culinary
Billy  Rodrigues,19,2.97,10,Freshman,Early College
Ben  Jones,16,2.51,8,Senior,Marketing
Jimmy  Jones,15,4.42,18,Junior,Construction
Ben  Johnson,18,4.24,19,Junior,Computer Science
Timmy  Miller,19,2.58,15,Senior,Early Child Education
Conner  Williams,16,4.07,17,Senior,Business
Steven  Brown,17,3.23,22,Senior,Criminal Justice
Ben  Davis,15,0.68,41,Sophmore,Criminal Justice
Billy  Rodrigues,16,0.77,20,Senior,Bio Med
Ben  Rodrigues,18,1.78,21,Sophmore,Engineering
Ben  Smith,16,0.33,51,Freshman,Early College
Ben  Moore,16,3.43,26,Senior,Bio Med
James  Brown,18,2.78,31,Senior,Criminal Justice
Steven  Williams,14,2.55,46,Sophmore,Criminal Justice
Marge  Smith,17,0.54,47,Senior,Computer Science
Eli  Brown,17,0.77,16,Sophmore,Early Child Education
Jimmy  Johnson,14,1.79,46,Victory Lap,Early College
Billy  Moore,17,3.58,48,Victory Lap,Culinary
James  Smith,15,3.56,29,Freshman,Early Child Education
Lisa  Rodrigues,16,1.92,50,Junior,Culinary
Conner  Rodrigues,14,3.6,33,Senior,Computer Science
Lisa  Davis,15,3.65,47,Freshman,Bio Med
Steven  Rodrigues,19,2.42,58,Senior,Construction
Lisa  Wilson,15,1.79,52,Senior,Marketing
Steven  Moore,19,3.98,18,Junior,Marketing
Billy  Jones,19,4.06,16,Junior,Culinary
Mark  Moore,17,2.16,51,Victory Lap,Culinary
Lisa  Smith,19,2.07,3,Senior,Marketing
Ben  Brown,19,1.11,56,Victory Lap,Criminal Justice
Calvin  Rodrigues,15,3.66,7,Victory Lap,Business
Ben  Williams,14,1.88,0,Sophmore,Business
Ben  Johnson,15,2.87,27,Sophmore,Marketing
Conner  Miller,16,1.92,14,Junior,Early College
Joe  Wilson,19,3.29,34,Senior,Business
James  Jones,16,3.36,9,Freshman,Bio Med
Marge  Brown,17,1.33,57,Senior,Bio Med
Conner  Miller,16,3.83,9,Sophmore,Criminal Justice
Joe  Williams,17,3.1,38,Senior,Early College
Ben  Miller,19,3.34,30,Junior,Engineering
Mark  Moore,17,3.3,57,Sophmore,Culinary
John  Brown,17,4.01,49,Senior,Early Child Education
Billy  Moore,14,0.56,10,Freshman,Engineering
Timmy  Moore,16,3.34,57,Senior,Early College
Jimmy  Wilson,15,2.91,15,Junior,Business
Mark  Miller,14,2.86,6,Senior,Bio Med
Conner  Brown,18,1.9,9,Junior,Computer Science
Timmy  Johnson,15,0.97,0,Freshman,Construction
Mark  Moore,17,2.64,45,Junior,Construction
Mark  Moore,14,2.38,33,Sophmore,Bio Med
Mark  Miller,16,4.08,11,Freshman,Engineering
Andy  Wilson,15,1.29,30,Junior,Early Child Education
James  Williams,16,1.97,58,Junior,Bio Med
Ben  Miller,18,2.76,37,Freshman,Computer Science
Timmy  Brown,15,2.21,17,Sophmore,Criminal Justice
Billy  Moore,16,2.26,43,Senior,Criminal Justice
Calvin  Rodrigues,14,2.91,39,Sophmore,Early College
Ben  Rodrigues,18,1.58,38,Victory Lap,Marketing
Calvin  Davis,14,0.32,40,Junior,Early College
Marge  Jones,18,2.51,55,Junior,Culinary
Mark  Wilson,14,1.11,29,Junior,Bio Med
Eli  Smith,14,1.73,46,Sophmore,Marketing
Joe  Moore,16,2.59,22,Sophmore,Business
James  Miller,17,2.27,21,Sophmore,Business
Steven  Rodrigues,16,3.12,59,Sophmore,Computer Science
Lisa  Davis,16,0.85,39,Sophmore,Early College
Ben  Moore,19,4.02,42,Junior,Early College
Steven  Johnson,14,3.01,23,Junior,Culinary
Billy  Johnson,14,3.37,24,Senior,Construction
Conner  Davis,16,1.08,12,Victory Lap,Early Child Education
Jimmy  Davis,14,0.58,15,Junior,Computer Science
Jimmy  Rodrigues,19,3.77,15,Victory Lap,Culinary
Billy  Wilson,17,0.49,14,Freshman,Business
Calvin  Rodrigues,16,2.25,40,Victory Lap,Business
Ben  Davis,19,1.31,44,Victory Lap,Early College
Timmy  Smith,19,4.17,6,Junior,Business
Lisa  Moore,17,0.88,25,Freshman,Construction
Lisa  Wilson,14,3.25,24,Junior,Computer Science
Lisa  Jones,17,3.41,52,Freshman,Engineering
Lisa  Miller,18,1.0,24,Sophmore,Construction
Conner  Williams,15,1.45,4,Freshman,Construction
James  Smith,14,3.0,39,Freshman,Business
Eli  Williams,19,2.34,0,Victory Lap,Engineering
Joe  Moore,17,3.38,0,Freshman,Engineering
Mark  Williams,16,1.01,40,Freshman,Construction
Jimmy  Wilson,15,1.23,30,Junior,Early College
Lisa  Johnson,17,3.4,15,Sophmore,Marketing
Ben  Jones,18,0.83,21,Victory Lap,Marketing
Andy  Rodrigues,19,4.46,24,Freshman,Culinary
Mark  Rodrigues,14,2.24,44,Sophmore,Early Child Education
Ben  Johnson,16,3.61,47,Senior,Engineering
Calvin  Johnson,17,0.79,9,Senior,Early Child Education
Ben  Miller,16,1.57,18,Freshman,Marketing
Timmy  Johnson,15,3.23,15,Victory Lap,Criminal Justice
James  Johnson,18,1.05,18,Victory Lap,Marketing
Lisa  Smith,17,2.04,24,Sophmore,Criminal Justice
Ben  Moore,19,1.08,13,Sophmore,Computer Science
Andy  Jones,19,4.31,50,Senior,Business
Eli  Miller,15,3.78,55,Sophmore,Early College
Mark  Davis,16,3.0,17,Junior,Engineering
John  Rodrigues,15,2.66,24,Senior,Early College
Calvin  Rodrigues,18,2.76,54,Victory Lap,Construction
Eli  Brown,14,4.32,10,Sophmore,Criminal Justice
Ben  Moore,18,2.28,27,Sophmore,Construction
Calvin  Rodrigues,18,2.74,11,Junior,Engineering
Ben  Wilson,18,1.37,59,Senior,Criminal Justice
Eli  Rodrigues,19,3.43,58,Victory Lap,Criminal Justice
Jimmy  Brown,18,2.59,6,Freshman,Computer Science
Calvin  Davis,18,4.05,24,Senior,Bio Med
John  Brown,14,2.76,43,Senior,Construction
Eli  Williams,18,3.48,58,Sophmore,Marketing
Eli  Moore,17,2.77,48,Senior,Engineering
Ben  Wilson,17,2.33,8,Junior,Business
Ben  Rodrigues,17,4.46,39,Sophmore,Engineering
Calvin  Rodrigues,16,1.47,27,Sophmore,Marketing
Jimmy  Miller,14,0.91,18,Victory Lap,Early Child Education
John  Rodrigues,19,3.92,41,Sophmore,Marketing
Eli  Miller,16,3.8,53,Junior,Computer Science
Mark  Brown,14,0.37,25,Victory Lap,Marketing
John  Miller,18,3.5,19,Freshman,Criminal Justice
Andy  Johnson,17,3.42,43,Junior,Early Child Education
Joe  Davis,16,2.04,55,Freshman,Marketing
Joe  Moore,17,3.32,45,Junior,Marketing
Steven  Smith,15,0.69,43,Freshman,Engineering
Calvin  Jones,16,3.24,42,Senior,Engineering
Conner  Johnson,15,1.27,1,Freshman,Early College
James  Moore,18,3.11,4,Junior,Criminal Justice
Joe  Williams,17,2.74,32,Freshman,Culinary
John  Wilson,15,3.48,15,Junior,Business
James  Miller,18,2.63,39,Sophmore,Construction
Calvin  Moore,15,2.56,4,Victory Lap,Bio Med
Andy  Moore,16,2.16,50,Sophmore,Computer Science
Timmy  Johnson,18,3.25,17,Junior,Criminal Justice
Calvin  Rodrigues,18,3.15,0,Victory Lap,Criminal Justice
Conner  Miller,17,2.61,16,Sophmore,Marketing
Joe  Rodrigues,15,1.05,37,Senior,Computer Science
Jimmy  Johnson,18,1.01,41,Senior,Early College
Jimmy  Davis,16,0.75,52,Senior,Computer Science
Calvin  Brown,14,1.01,43,Sophmore,Early Child Education
Joe  Rodrigues,15,1.55,5,Junior,Early Child Education
Lisa  Jones,14,3.22,1,Senior,Early Child Education
Lisa  Johnson,18,1.36,19,Junior,Marketing
Calvin  Rodrigues,16,1.58,31,Senior,Criminal Justice
Eli  Moore,14,0.82,5,Junior,Early College
John  Rodrigues,19,1.92,37,Sophmore,Culinary
Conner  Smith,18,4.44,15,Victory Lap,Marketing
Lisa  Wilson,18,0.91,54,Sophmore,Construction
James  Moore,19,1.34,39,Freshman,Culinary
John  Jones,19,2.6,22,Junior,Construction
Conner  Smith,17,3.09,23,Junior,Computer Science
Billy  Moore,16,3.67,27,Victory Lap,Criminal Justice
Lisa  Brown,17,2.36,40,Senior,Computer Science
James  Brown,14,1.82,31,Sophmore,Early College
Ben  Wilson,19,4.09,31,Freshman,Early Child Education
Calvin  Wilson,16,1.17,34,Victory Lap,Computer Science
Lisa  Rodrigues,14,2.17,10,Senior,Early Child Education
Calvin  Brown,17,0.67,22,Victory Lap,Computer Science
Andy  Wilson,18,4.06,5,Junior,Criminal Justice
Mark  Moore,17,2.37,28,Senior,Early College
Ben  Wilson,18,3.19,21,Victory Lap,Criminal Justice
James  Moore,15,0.39,44,Sophmore,Marketing
Steven  Johnson,18,3.56,4,Freshman,Marketing
Andy  Brown,18,2.12,7,Junior,Engineering
Joe  Williams,18,3.26,32,Freshman,Engineering
Steven  Brown,17,0.75,23,Sophmore,Construction
Conner  Miller,14,2.75,59,Junior,Culinary
Steven  Moore,17,2.68,54,Senior,Criminal Justice
Andy  Williams,19,3.37,16,Freshman,Criminal Justice
Mark  Smith,15,2.37,51,Freshman,Early College
Billy  Johnson,17,3.39,20,Freshman,Bio Med
Ben  Jones,14,3.83,0,Victory Lap,Early College
Timmy  Jones,14,2.28,36,Victory Lap,Business
Marge  Moore,18,2.34,21,Sophmore,Early College
Eli  Moore,14,1.43,22,Sophmore,Culinary
James  Rodrigues,18,3.09,37,Freshman,Culinary
Conner  Williams,15,3.51,6,Sophmore,Computer Science
Andy  Miller,17,1.77,24,Freshman,Computer Science
Conner  Moore,17,1.66,19,Sophmore,Bio Med
Conner  Williams,14,1.58,59,Junior,Computer Science
Mark  Brown,19,4.4,24,Freshman,Early Child Education
Mark  Brown,18,4.37,44,Junior,Early Child Education
James  Moore,16,3.46,4,Junior,Early College
Conner  Jones,14,0.93,1,Victory Lap,Business
Mark  Smith,16,3.01,47,Victory Lap,Culinary
Billy  Brown,14,3.55,9,Victory Lap,Bio Med
Conner  Johnson,19,2.17,31,Junior,Culinary
Calvin  Smith,18,2.4,43,Victory Lap,Early College
Steven  Moore,16,1.14,13,Senior,Marketing
Mark  Johnson,18,1.24,7,Junior,Computer Science
Andy  Johnson,18,3.05,43,Junior,Computer Science
John  Johnson,17,2.93,29,Senior,Marketing
Timmy  Rodrigues,14,3.5,44,Senior,Early Child Education
Ben  Brown,15,2.65,49,Victory Lap,Early Child Education
Conner  Wilson,15,1.71,9,Senior,Culinary
Calvin  Miller,14,2.14,41,Victory Lap,Engineering
Marge  Rodrigues,14,0.39,1,Junior,Business
Timmy  Smith,17,3.13,27,Senior,Early College
Lisa  Williams,14,3.16,36,Junior,Business
Jimmy  Williams,18,0.39,25,Sophmore,Computer Science
Eli  Johnson,16,1.11,7,Freshman,Engineering
James  Johnson,19,4.14,26,Victory Lap,Bio Med
James  Johnson,19,2.21,52,Freshman,Bio Med
Ben  Davis,16,3.95,9,Junior,Bio Med
Calvin  Miller,17,0.43,54,Sophmore,Engineering
Billy  Smith,16,3.3,1,Sophmore,Computer Science
Ben  Rodrigues,15,3.49,33,Freshman,Construction
Mark  Brown,16,2.59,27,Junior,Construction
Lisa  Moore,16,3.18,48,Senior,Engineering
Joe  Davis,14,1.79,27,Senior,Culinary
Mark  Smith,16,3.38,19,Junior,Bio Med
Eli  Smith,18,1.64,21,Senior,Early Child Education
Joe  Jones,19,1.68,3,Junior,Early College
Jimmy  Davis,16,1.01,31,Senior,Bio Med
Mark  Davis,14,2.35,50,Victory Lap,Early College
Ben  Moore,17,3.14,10,Sophmore,Construction
Timmy  Jones,17,3.96,11,Senior,Business
Steven  Moore,16,4.4,14,Junior,Marketing
Ben  Johnson,18,0.74,53,Senior,Bio Med
Billy  Brown,14,4.38,35,Sophmore,Business
Ben  Miller,14,0.61,4,Freshman,Construction
Joe  Williams,16,1.46,52,Senior,Criminal Justice
Calvin  Rodrigues,18,2.87,14,Senior,Computer Science
Joe  Smith,17,3.03,19,Sophmore,Bio Med
Billy  Davis,18,1.13,24,Senior,Marketing
Joe  Rodrigues,16,2.07,41,Victory Lap,Business
Timmy  Rodrigues,18,2.37,0,Junior,Construction
Andy  Moore,16,0.93,16,Sophmore,Early Child Education
Andy  Smith,14,3.28,45,Sophmore,Early Child Education
Conner  Davis,16,2.81,12,Sophmore,Criminal Justice
Steven  Jones,17,3.64,24,Junior,Early Child Education
John  Moore,14,2.85,34,Victory Lap,Construction
Ben  Johnson,16,1.2,16,Senior,Marketing
Timmy  Davis,14,2.1,6,Senior,Construction
Joe  Wilson,19,2.85,40,Junior,Engineering
Steven  Rodrigues,19,3.81,55,Sophmore,Bio Med
Ben  Williams,16,1.3,49,Victory Lap,Bio Med
Jimmy  Miller,19,0.62,58,Sophmore,Culinary
James  Wilson,16,0.68,47,Sophmore,Early Child Education
James  Brown,17,3.74,39,Senior,Early College
James  Miller,19,0.34,12,Senior,Bio Med
John  Rodrigues,15,4.14,44,Freshman,Early Child Education
Mark  Smith,16,0.67,12,Senior,Criminal Justice
Timmy  Johnson,15,1.16,13,Junior,Engineering
Jimmy  Moore,19,1.67,25,Freshman,Culinary
Marge  Moore,18,2.92,25,Victory Lap,Early Child Education
Mark  Miller,19,2.53,30,Victory Lap,Marketing
Steven  Miller,18,0.42,60,Junior,Bio Med
Lisa  Brown,18,3.2,11,Senior,Business
Steven  Jones,14,3.81,4,Senior,Criminal Justice
Conner  Smith,15,2.74,51,Freshman,Culinary
Billy  Davis,18,0.31,0,Freshman,Bio Med
Ben  Brown,17,1.06,35,Junior,Early Child Education
Lisa  Johnson,18,4.33,41,Junior,Early Child Education
Andy  Jones,14,2.54,53,Junior,Engineering
Conner  Smith,18,4.14,47,Sophmore,Engineering
Calvin  Williams,17,3.24,13,Victory Lap,Criminal Justice
Ben  Wilson,16,1.45,7,Sophmore,Engineering
Marge  Rodrigues,16,2.27,29,Sophmore,Criminal Justice
Joe  Smith,15,1.18,17,Freshman,Criminal Justice
Billy  Brown,18,0.53,10,Victory Lap,Bio Med
Ben  Rodrigues,18,1.69,39,Sophmore,Bio Med
Timmy  Miller,16,3.22,44,Freshman,Bio Med
Timmy  Moore,17,4.08,16,Junior,Business
Marge  Miller,19,3.72,23,Freshman,Early Child Education
Billy  Wilson,16,3.56,19,Senior,Criminal Justice
Billy  Rodrigues,19,0.84,33,Junior,Computer Science
James  Wilson,18,1.85,14,Victory Lap,Criminal Justice
Conner  Rodrigues,17,0.89,37,Senior,Computer Science
Lisa  Miller,15,3.72,31,Victory Lap,Early Child Education
Steven  Davis,14,2.46,22,Freshman,Business
Marge  Moore,15,3.31,46,Victory Lap,Engineering
Timmy  Davis,15,3.22,41,Senior,Criminal Justice
Billy  Wilson,17,1.68,10,Senior,Engineering
Eli  Brown,15,1.13,40,Senior,Marketing
Jimmy  Smith,16,1.45,26,Senior,Criminal Justice
Mark  Rodrigues,16,1.39,41,Sophmore,Computer Science
Steven  Brown,16,0.69,8,Senior,Marketing
Ben  Johnson,15,0.69,10,Victory Lap,Construction
Calvin  Rodrigues,15,3.73,45,Sophmore,Bio Med
Timmy  Rodrigues,14,3.12,19,Sophmore,Business
Ben  Moore,19,2.99,31,Freshman,Construction
Calvin  Moore,17,2.52,15,Sophmore,Early College
Billy  Wilson,15,2.28,39,Freshman,Early College
Eli  Johnson,19,4.4,28,Victory Lap,Culinary
James  Williams,19,3.41,60,Victory Lap,Early College
Joe  Williams,15,0.33,32,Junior,Engineering
Joe  Wilson,16,1.41,17,Victory Lap,Culinary
Billy  Rodrigues,16,0.79,60,Victory Lap,Marketing
Ben  Brown,15,1.46,10,Freshman,Culinary
Lisa  Moore,16,2.69,42,Senior,Culinary
Steven  Davis,15,1.96,15,Victory Lap,Early College
Andy  Smith,19,1.76,52,Victory Lap,Culinary
Mark  Miller,16,2.27,49,Sophmore,Construction
Andy  Brown,19,1.41,33,Victory Lap,Culinary
Conner  Williams,15,2.1,28,Senior,Marketing
Eli  Wilson,18,2.52,32,Senior,Marketing
Joe  Wilson,15,3.67,47,Freshman,Early College
Andy  Johnson,16,2.39,17,Freshman,Construction
Billy  Smith,15,2.31,5,Sophmore,Culinary
Lisa  Rodrigues,19,3.79,32,Freshman,Bio Med
Ben  Jones,19,3.63,37,Sophmore,Construction
Marge  Smith,15,3.16,10,Senior,Business
Eli  Moore,16,1.72,38,Sophmore,Culinary
Steven  Rodrigues,16,1.76,51,Sophmore,Business
Billy  Moore,17,1.68,58,Senior,Marketing
Calvin  Wilson,14,1.23,49,Victory Lap,Culinary
Andy  Wilson,15,0.76,39,Junior,Construction
Ben  Brown,14,1.11,1,Sophmore,Bio Med
John  Moore,18,2.36,16,Sophmore,Criminal Justice
Billy  Miller,15,1.12,42,Freshman,Marketing
Ben  Miller,18,3.26,60,Junior,Computer Science
Conner  Smith,16,3.08,48,Victory Lap,Criminal Justice
Jimmy  Wilson,18,3.98,14,Junior,Bio Med
James  Miller,16,1.62,13,Sophmore,Computer Science
Joe  Smith,16,0.54,21,Senior,Engineering
John  Moore,16,1.31,9,Junior,Criminal Justice
Billy  Rodrigues,14,0.62,28,Junior,Marketing
Lisa  Moore,16,0.74,29,Senior,Culinary
Ben  Smith,18,2.93,14,Freshman,Business
James  Smith,18,1.24,44,Freshman,Early Child Education
Jimmy  Johnson,19,0.55,42,Freshman,Early College
Joe  Jones,16,1.11,23,Freshman,Culinary
Ben  Smith,15,3.57,45,Senior,Early Child Education
Ben  Wilson,18,0.95,52,Freshman,Culinary
Andy  Miller,17,3.08,47,Victory Lap,Bio Med
Lisa  Rodrigues,16,0.67,42,Freshman,Early Child Education
Eli  Smith,19,3.38,53,Junior,Early Child Education
Mark  Smith,19,0.45,24,Freshman,Early College
Ben  Johnson,16,4.16,0,Sophmore,Early Child Education
Jimmy  Wilson,16,2.58,54,Junior,Early Child Education
Andy  Moore,14,0.62,59,Senior,Marketing
Ben  Williams,14,1.75,48,Junior,Culinary
Mark  Smith,14,3.35,24,Senior,Marketing
Steven  Wilson,19,2.61,40,Victory Lap,Engineering
Marge  Davis,15,0.38,23,Senior,Criminal Justice
Joe  Smith,16,2.42,2,Victory Lap,Construction
James  Jones,16,4.29,4,Freshman,Engineering
Eli  Wilson,16,2.13,40,Freshman,Engineering
Calvin  Miller,15,3.31,3,Sophmore,Marketing
Lisa  Smith,16,2.44,19,Junior,Criminal Justice
Ben  Miller,16,2.3,48,Sophmore,Business
Conner  Williams,15,1.58,39,Sophmore,Early College
Eli  Jones,17,2.84,49,Junior,Engineering
John  Williams,16,0.5,1,Senior,Business
Timmy  Davis,19,2.33,38,Victory Lap,Construction
Conner  Brown,19,2.53,57,Senior,Criminal Justice
Eli  Wilson,14,1.04,59,Junior,Construction
Billy  Miller,17,2.25,3,Freshman,Engineering
Calvin  Davis,18,3.04,58,Senior,Bio Med
Ben  Smith,17,1.69,11,Senior,Business
Calvin  Jones,18,2.11,42,Freshman,Engineering
John  Brown,14,1.23,50,Freshman,Marketing
Ben  Johnson,18,0.61,17,Victory Lap,Engineering
Joe  Johnson,19,4.5,47,Victory Lap,Computer Science
Marge  Wilson,14,4.18,12,Sophmore,Marketing
Joe  Brown,14,0.9,44,Freshman,Bio Med
Marge  Williams,19,3.1,20,Freshman,Computer Science
Marge  Johnson,14,4.15,47,Freshman,Bio Med
Eli  Johnson,16,0.81,28,Freshman,Criminal Justice
Calvin  Brown,18,4.42,15,Victory Lap,Criminal Justice
Conner  Wilson,17,2.56,21,Victory Lap,Computer Science
Joe  Wilson,14,3.05,60,Freshman,Construction
James  Moore,15,0.5,29,Senior,Early Child Education
Lisa  Smith,18,3.66,29,Freshman,Marketing
Jimmy  Miller,19,1.45,48,Senior,Engineering
Andy  Jones,18,2.68,32,Junior,Culinary
Ben  Smith,14,1.31,35,Senior,Construction
Jimmy  Smith,19,1.37,7,Victory Lap,Criminal Justice
Marge  Davis,18,2.22,12,Junior,Computer Science
Calvin  Smith,17,1.79,15,Senior,Engineering
Lisa  Smith,18,2.43,22,Sophmore,Computer Science
John  Wilson,19,3.59,41,Victory Lap,Computer Science
Conner  Brown,15,0.65,48,Senior,Early Child Education
Ben  Rodrigues,14,3.59,27,Freshman,Criminal Justice
Andy  Jones,16,1.71,41,Victory Lap,Marketing
James  Johnson,16,2.97,32,Senior,Computer Science
John  Miller,16,3.69,13,Victory Lap,Business
Marge  Rodrigues,19,1.89,34,Junior,Marketing
Timmy  Miller,19,4.48,33,Junior,Engineering
Timmy  Johnson,15,2.61,17,Junior,Culinary
Billy  Davis,16,3.45,47,Senior,Criminal Justice
Jimmy  Williams,16,3.98,44,Senior,Culinary
Eli  Jones,18,2.77,5,Senior,Early College
Timmy  Johnson,17,3.07,12,Junior,Business
Mark  Johnson,18,1.28,8,Senior,Engineering
Steven  Johnson,14,1.33,39,Victory Lap,Criminal Justice
Billy  Miller,15,2.65,52,Victory Lap,Business
Billy  Wilson,17,0.58,13,Victory Lap,Business
John  Johnson,18,3.34,45,Sophmore,Bio Med
Calvin  Wilson,14,3.22,58,Victory Lap,Business
Steven  Smith,16,3.61,0,Sophmore,Early Child Education
Timmy  Brown,18,3.37,33,Junior,Engineering
Steven  Miller,18,3.32,50,Freshman,Early Child Education
Steven  Moore,18,2.92,5,Victory Lap,Marketing
Steven  Brown,18,2.92,45,Junior,Computer Science
Andy  Miller,16,1.54,39,Senior,Criminal Justice
Calvin  Williams,14,0.46,16,Freshman,Culinary
Marge  Moore,17,2.83,37,Victory Lap,Engineering
Billy  Wilson,16,2.26,34,Freshman,Early Child Education
Eli  Wilson,16,1.42,2,Sophmore,Computer Science
Conner  Brown,19,1.44,39,Freshman,Early College
Joe  Moore,17,3.38,60,Sophmore,Engineering
Timmy  Brown,19,4.07,13,Sophmore,Marketing
Marge  Johnson,17,3.27,18,Freshman,Computer Science
Timmy  Miller,15,2.02,54,Senior,Early Child Education
Joe  Williams,15,1.78,16,Victory Lap,Early College
Mark  Rodrigues,16,0.4,55,Junior,Computer Science
Ben  Miller,15,2.0,43,Junior,Early Child Education
Marge  Wilson,15,0.95,46,Sophmore,Culinary
Ben  Rodrigues,16,3.51,4,Senior,Marketing
Jimmy  Brown,17,2.01,16,Sophmore,Bio Med
Ben  Rodrigues,16,1.32,24,Victory Lap,Culinary
James  Brown,18,0.63,29,Sophmore,Early Child Education
Billy  Wilson,14,0.39,44,Victory Lap,Marketing
Billy  Miller,16,4.31,44,Senior,Early College
Lisa  Jones,16,2.37,4,Freshman,Engineering
Mark  Johnson,17,3.42,12,Sophmore,Criminal Justice
Steven  Brown,16,3.5,48,Junior,Construction
John  Wilson,18,0.95,10,Junior,Early College
Billy  Rodrigues,18,2.19,33,Senior,Marketing
Steven  Smith,14,3.27,42,Freshman,Engineering
Steven  Rodrigues,17,3.71,26,Freshman,Criminal Justice
Eli  Johnson,16,2.02,52,Freshman,Business
Calvin  Brown,17,3.84,3,Victory Lap,Early College
Ben  Williams,18,0.31,8,Senior,Engineering
Ben  Smith,16,3.07,23,Victory Lap,Early College
Ben  Miller,17,2.17,26,Sophmore,Early Child Education
John  Smith,16,2.54,3,Senior,Marketing
Lisa  Moore,15,0.9,27,Victory Lap,Culinary
John  Rodrigues,17,0.43,29,Victory Lap,Construction
Timmy  Moore,18,0.95,30,Senior,Construction
James  Davis,14,2.56,38,Victory Lap,Culinary
Mark  Johnson,16,3.55,0,Junior,Computer Science
Jimmy  Rodrigues,16,3.63,0,Senior,Construction
Mark  Davis,15,2.47,48,Senior,Criminal Justice
Ben  Williams,15,4.04,34,Freshman,Bio Med
Eli  Jones,19,3.87,60,Sophmore,Culinary
Billy  Jones,14,1.5,5,Sophmore,Construction
Billy  Williams,14,0.34,8,Victory Lap,Business
Lisa  Rodrigues,18,2.88,51,Sophmore,Marketing
Andy  Smith,15,4.4,54,Freshman,Criminal Justice
James  Wilson,15,0.72,4,Senior,Computer Science
Ben  Brown,14,2.01,34,Junior,Culinary
Eli  Brown,17,1.6,15,Sophmore,Early Child Education
Joe  Miller,17,3.07,26,Victory Lap,Marketing
Calvin  Smith,14,4.46,30,Junior,Marketing
Jimmy  Moore,18,1.71,59,Junior,Construction
Mark  Smith,19,1.33,25,Victory Lap,Criminal Justice
Marge  Brown,14,2.92,38,Junior,Bio Med
Mark  Davis,16,1.83,9,Freshman,Business
Conner  Jones,16,1.32,32,Freshman,Early College
Mark  Johnson,16,3.09,42,Sophmore,Engineering
Ben  Davis,19,3.74,57,Senior,Bio Med
Ben  Jones,18,0.43,45,Senior,Early College
Marge  Brown,15,3.57,19,Junior,Construction
Eli  Brown,18,1.59,40,Senior,Construction
John  Wilson,14,2.61,47,Victory Lap,Business
Lisa  Moore,14,1.6,27,Freshman,Bio Med
James  Miller,16,1.63,43,Victory Lap,Bio Med
Joe  Brown,19,3.8,19,Sophmore,Construction
Marge  Smith,19,0.87,33,Freshman,Construction
Mark  Williams,16,3.28,32,Sophmore,Construction
Mark  Williams,17,3.99,14,Sophmore,Criminal Justice
Jimmy  Johnson,17,1.61,41,Freshman,Culinary
Jimmy  Moore,17,2.38,29,Victory Lap,Bio Med
Conner  Moore,16,2.65,5,Senior,Business
Joe  Rodrigues,18,0.65,46,Sophmore,Marketing
Andy  Miller,19,1.13,31,Sophmore,Bio Med
Jimmy  Moore,15,0.37,29,Victory Lap,Criminal Justice
Timmy  Rodrigues,16,2.15,38,Victory Lap,Business
Billy  Brown,15,0.69,39,Freshman,Engineering
Conner  Brown,16,2.4,47,Victory Lap,Engineering
Joe  Wilson,14,1.99,7,Senior,Construction
Calvin  Williams,14,2.73,2,Freshman,Construction
Joe  Davis,14,4.46,15,Sophmore,Construction
Jimmy  Johnson,16,1.93,7,Junior,Business
Andy  Johnson,16,2.43,33,Victory Lap,Engineering
Andy  Moore,17,1.08,5,Senior,Engineering
Mark  Brown,17,2.17,21,Senior,Criminal Justice
John  Johnson,18,3.48,57,Sophmore,Construction
Mark  Jones,18,1.58,56,Freshman,Early Child Education
Eli  Smith,18,0.88,31,Sophmore,Early Child Education
Steven  Brown,14,4.41,1,Victory Lap,Engineering
Andy  Smith,15,2.3,22,Sophmore,Engineering
Calvin  Brown,14,3.4,46,Senior,Early College
James  Wilson,16,2.48,16,Junior,Early Child Education
Ben  Davis,17,3.26,0,Sophmore,Bio Med
Billy  Williams,16,0.56,30,Victory Lap,Bio Med
James  Smith,19,4.12,23,Senior,Early College
John  Williams,18,1.32,60,Senior,Computer Science
Andy  Jones,17,3.52,32,Freshman,Construction
Timmy  Jones,14,2.76,8,Sophmore,Construction
Ben  Miller,17,2.37,44,Senior,Business
Steven  Miller,19,4.41,48,Victory Lap,Early College
Steven  Williams,16,0.43,34,Junior,Engineering
